Monday 8:00 AM,0.000100491938395,0.000545321980611,0.000430823588622,0.00483182513048,3.33014775262e-05,0.000153341881718,0.000356349755805,0.00144004575571,6.5899148649e-05,0.000633384289221,3.599295495e-05,0.49999999999999617,0.00311917984733,0.00868324903991,0.176652917852,5.46440421864e-05,0.000235222665855,7.95580285108e-05,2.65279750712e-05,0.0001825549574,0.00350242865917,0.00143891090102,2.69982684924e-05,8.71120009589e-07,0.00946418568542,0.00150020883543,,,,
Monday 9:00 AM,4.31964002879e-08,1.00218370592e-08,9.64811151839e-05,0.0143400576938,2.21637503572e-07,0.000639473529055,2.13799467819e-09,8.91407601755e-05,1.58034402621e-06,3.48732273864e-08,9.20998010989e-08,0.4999999999999935,1.5948417887e-05,0.00215242398136,0.032029697808,3.54656789055e-10,1.234096977e-05,5.51939315786e-09,1.32086591985e-08,2.49452513799e-07,4.98087764645e-06,3.53229657048e-05,3.24934354881e-06,3.44291984801e-08,8.82833968706e-05,0.00358546790029,,,,
Monday 10:00 AM,1.99495657319e-07,1.12287109949e-07,2.36377707542e-05,0.0273132460597,4.84467748434e-08,0.00164775074932,8.17339699613e-08,0.000100992769255,9.93807646856e-07,1.56650995382e-06,2.08437866139e-09,0.49999999999999506,5.12141319447e-06,7.80599141103e-05,0.000366201513381,7.91409789098e-08,3.88239791107e-08,2.61864070361e-10,1.19327398815e-09,2.05647500934e-05,1.25337186156e-07,1.84974464395e-08,2.75142447055e-10,1.55625150748e-07,7.8737669475e-09,1.83771879768e-05,,,,
Monday 11:00 AM,5.74851209751e-06,4.0124594257e-06,1.19818271434e-05,0.0323070446019,0.0015663203188,0.00140928696022,4.4778877686e-05,2.27519806931e-05,9.30217015645e-05,1.15638752647e-07,8.84016670061e-08,,2.76838008396e-07,0.000598700810409,0.000136650338726,4.10094309235e-07,8.07693021405e-14,5.74739986288e-10,1.30843417293e-08,4.16707201962e-05,3.02290895976e-09,3.08649156187e-07,5.65598435774e-10,5.24950059863e-07,1.58742313314e-10,1.39662877247e-09,,,,
Monday 12:00 PM,3.9334117198e-07,1.68439376826e-08,4.57569129115e-06,0.0301893274605,9.36748014468e-06,0.000147052429558,0.000216250417029,2.42113411926e-07,3.4309943155e-06,0.000199244455415,4.84968222997e-07,,1.91593066713e-06,0.0119222977543,0.00235848643735,2.42842408088e-06,7.58203315648e-14,4.69982680467e-08,7.84853169766e-06,0.00262204475113,4.54682191766e-06,1.26161502158e-05,2.77537680942e-07,3.46618879909e-07,1.2903002373e-05,3.81187229957e-09,,,,
Monday 1:00 PM,3.66090817832e-07,3.83816446614e-07,4.41300878872e-06,0.0245468365825,2.96962682411e-06,5.22725637209e-08,5.38433935202e-07,1.95162356442e-06,0.000142351400051,0.00059605194782,7.69406947828e-10,0.4999999999999964,0.000518867432515,0.000231800416375,0.0282000467392,1.34591039436e-06,2.64637147414e-11,1.76827446292e-09,0.000133503726407,0.000376413641161,0.000524106233632,1.61627895976e-05,6.65924972113e-10,1.25159018332e-06,2.81222733227e-05,6.01747906984e-10,,,,
Monday 2:00 PM,8.77152877022e-05,9.64278514745e-06,4.89448590058e-06,0.0262399211969,9.9368580082e-05,9.17166074176e-05,0.000226010241045,1.55654011127e-05,0.000245210239422,0.00145089598975,9.43423399303e-08,0.4999999999999935,9.90501461593e-05,8.89775602714e-05,0.0178082811035,0.00018847869865,3.22168656474e-12,2.46236713705e-07,1.50663908838e-09,6.87927574974e-05,6.52400222702e-05,4.52857915548e-06,1.09246709539e-09,0.000241749314232,1.78018033939e-05,6.12598531674e-08,,,,
Monday 3:00 PM,7.36838600012e-05,6.85775606416e-05,0.00666831950058,0.000617758806422,0.000821141005404,0.000443099031902,0.000100791056834,0.00177764415766,0.00139633891736,0.00434003936621,0.00675353767783,0.4999999999999891,0.00010898588402,0.0169399872954,0.00959488682653,0.000242768958138,9.40035812333e-11,0.00067686015842,5.55886727215e-08,0.0268293313524,1.12919729021e-05,7.52661537861e-06,4.11737512049e-08,0.00302841889673,0.00055407948269,2.64987273975e-05,,,,
Monday 4:00 PM,7.17577367152e-06,5.89681993468e-06,6.44520867716e-06,3.02267236319e-06,8.92298697702e-09,0.00161257503602,0.000419085646739,1.51661107437e-07,0.00240377111842,1.14960819325e-07,0.000934390462049,0.4999999999999924,0.000301392445274,8.05324063868e-05,9.24550475403e-05,8.13513531036e-06,3.54373526641e-07,9.87629206969e-06,3.65360406665e-06,5.10403735215e-06,8.98520785462e-06,5.39300064737e-09,8.85110842925e-07,0.000132820966783,0.00027897717395,2.57742188508e-06,,,,
Monday 5:00 PM,7.66380634282e-07,4.68341966488e-05,1.21365009389e-05,9.86033213778e-06,1.13629847447e-12,0.0202175127699,0.0234820567496,1.53126719314e-06,1.35662079995e-06,2.83589240883e-05,1.16540321981e-06,0.4999999999999931,0.000191140294315,4.06051134331e-06,2.00328934259e-06,4.0617152512e-05,1.89704658237e-08,1.83158089657e-05,1.83784943639e-06,1.30974102281e-06,1.10064095681e-08,1.25520951091e-07,1.74896318625e-09,9.72455650879e-07,0.000216102570226,8.3112027481e-07,,,,
