Monday 8:00 AM,5.02484819731e-09,1.90965972478e-06,0.0104214702287,3.26392697542e-05,1.46511080616e-06,1.7096242675e-12,1.99052714071e-05,0.000424213258873,1.97058824344e-06,9.4649981323e-05,4.08744075126e-06,1.21594161412e-07,,
Monday 9:00 AM,8.52951284441e-14,1.19228843642e-10,1.02800085375e-12,9.70470669724e-08,3.34722025736e-11,2.86296329983e-17,1.67849474043e-09,1.55868716475e-05,1.31109205894e-10,5.80574749829e-08,1.01497263276e-10,2.1038545518e-12,,
Monday 10:00 AM,8.63987656806e-11,2.54070605054e-07,9.70025910661e-13,2.27777342817e-13,4.86441463605e-17,3.08391259402e-15,4.53732034772e-19,3.93286592844e-12,2.74438645232e-12,9.23181979948e-11,8.15134509862e-14,4.87138547165e-12,,
Monday 11:00 AM,6.34986430433e-12,3.77345171917e-10,6.02397948166e-10,1.10276062614e-08,7.30754118779e-15,1.16473126761e-11,6.02542788366e-17,9.04278072237e-19,3.74324240593e-15,3.27069569054e-14,3.4921824105e-10,3.60521484396e-09,,
Monday 12:00 PM,2.40094045749e-05,2.21803011265e-06,2.89888202341e-07,1.40184626879e-08,1.44294122831e-13,1.15279377307e-13,1.74402822282e-13,6.70969399763e-18,3.60067747098e-27,3.48851948899e-10,1.94542330859e-07,1.94875141718e-08,,
Monday 1:00 PM,4.23033463334e-07,3.93178467941e-05,7.25552260247e-05,1.34542506532e-11,1.50119503186e-19,9.70591611102e-19,5.47045139522e-12,2.48456502787e-18,4.4726016135e-21,9.56052998044e-08,1.02245099012e-12,8.01687969862e-09,,
Monday 2:00 PM,2.83516446169e-18,1.19664624784e-06,4.33612987796e-06,4.1408406765e-12,9.41123514211e-20,8.21586774146e-16,1.75876755905e-13,3.34196561744e-16,1.36317246628e-17,4.16862537543e-10,2.27899956746e-12,4.39678525126e-06,,
Monday 3:00 PM,2.83114550194e-18,3.54296141229e-05,2.48713817851e-12,3.88900558374e-11,6.34000895501e-22,7.30636904002e-15,7.23191057319e-13,3.64551799857e-13,3.78491004421e-16,3.0641800613e-08,1.23039988599e-14,1.1311949973e-18,,
Monday 4:00 PM,1.43355471189e-15,1.82344175367e-10,1.95126202056e-14,4.22218123828e-14,1.23356872662e-21,2.69330077088e-18,8.00105522476e-12,9.90788024704e-18,7.64164862244e-14,9.17715315169e-10,1.38053470993e-12,7.28580560171e-19,,
Monday 5:00 PM,1.22174498045e-15,5.88169749082e-12,2.29299703603e-18,6.02621796013e-17,4.55073221164e-25,5.71615004184e-23,4.31441634391e-10,1.0050187063e-18,8.64675487949e-14,2.40609468066e-10,3.58846403358e-12,2.97813779603e-16,,
Monday 6:00 PM,9.29592074281e-16,1.17469680132e-07,1.27026523842e-12,3.52778758998e-13,3.03356727522e-17,8.00067898847e-28,4.88218691806e-08,8.58753868076e-16,4.29094551505e-16,1.57606292999e-09,8.38512733515e-11,1.66830520754e-05,,
Monday 7:00 PM,1.17091101848e-11,6.7322254817e-07,1.56546854682e-10,1.20789014046e-11,1.15237356527e-11,8.42012140541e-25,1.96701406155e-09,3.42657650766e-10,7.67603057729e-20,9.48334788274e-11,1.3520485642e-11,5.46364676757e-07,,
Tuesday 8:00 AM,4.67477142881e-06,3.82538601387e-07,8.48941083064e-09,2.2154197278e-06,1.51967538896e-06,9.5657357928e-06,2.47881125996e-11,8.18620023715e-07,0.000417732703779,0.00596199541318,1.04211525498e-07,4.90236306512e-11,,
Tuesday 9:00 AM,4.61236943603e-11,3.08933242284e-12,3.0362643644e-13,4.3371792132e-12,3.75223451009e-10,1.29254481095e-17,3.7843496178e-10,1.07333610793e-09,2.2282144739e-05,1.97718642082e-05,2.02612426332e-11,8.36504623921e-30,,
Tuesday 10:00 AM,3.7799193641e-16,8.43196590546e-18,4.83627278049e-24,9.36129532462e-13,2.93502650468e-18,3.32088950322e-19,2.65301721719e-14,5.24416391844e-16,2.92299380134e-08,4.5738611031e-11,1.00494239623e-09,5.28333634325e-20,,
Tuesday 11:00 AM,1.55747217541e-12,3.11516763178e-19,1.21953500768e-22,1.90382841577e-19,5.32311775227e-20,1.05898849105e-18,3.10879808784e-18,7.58404737795e-19,1.35203687313e-11,5.01648361798e-07,3.604941438e-08,3.1181339546e-14,,
Tuesday 12:00 PM,1.61762973585e-14,6.15026376291e-23,5.47635486139e-25,8.47576211011e-25,2.89192148342e-16,2.32684229187e-25,2.56458926044e-19,4.05840953345e-17,1.4851504548e-14,4.63408186949e-06,1.4829507198e-06,3.35373230993e-13,,
Tuesday 1:00 PM,3.36229638507e-16,1.38490626587e-18,6.45072604751e-21,4.80971919559e-21,1.20703140093e-13,7.85331406157e-20,9.43135608475e-22,3.69025118651e-17,4.18286326725e-15,3.49786232344e-11,6.01848786848e-06,4.47462958941e-13,,
Tuesday 2:00 PM,1.55265307929e-16,1.29487301253e-12,9.41798802581e-16,1.22583731805e-10,1.7037497902e-12,3.01761735189e-26,2.84472353291e-17,9.236504077e-14,3.95130333555e-13,2.48454167465e-10,5.29448915128e-11,2.84085083068e-13,,
Tuesday 3:00 PM,1.47289008279e-19,1.14981381182e-15,7.16215276372e-11,7.38163103335e-06,6.61446786169e-07,6.5625940656e-22,8.61599629421e-19,1.16968974711e-19,2.97393774877e-16,3.37358982518e-12,7.74993106366e-15,3.81389673368e-14,,
Tuesday 4:00 PM,2.63987696396e-24,3.24841738481e-08,6.4956613482e-15,3.62851541411e-09,6.67619391014e-10,2.18173431549e-17,1.78596648871e-20,1.06563886791e-16,1.52906957418e-14,1.90236783716e-08,1.52779641641e-18,6.2219671991e-13,,
Tuesday 5:00 PM,7.32711556707e-17,8.53293947536e-09,5.51561662103e-12,1.1196338892e-10,8.47753794277e-12,7.80090501957e-18,1.79014145279e-13,4.90286777354e-13,1.55297523141e-14,2.17024088349e-08,1.22019776304e-12,5.66316284888e-14,,
Tuesday 6:00 PM,3.42353088811e-17,2.35598683449e-07,4.43251385611e-13,2.80233936534e-11,4.34072753153e-12,6.71702914577e-21,1.47376678293e-14,2.00296873186e-13,5.93518895118e-16,5.76224537982e-09,5.13505113593e-09,8.98931983931e-10,,
Tuesday 7:00 PM,1.2737086765e-15,4.29499719982e-10,1.13565800388e-11,3.47220206418e-14,6.26106030326e-13,3.37636473875e-18,1.2353440536e-09,1.11940981001e-17,2.00757853286e-14,5.45377469378e-11,9.26361250309e-13,1.21996590879e-09,,
Wednesday 8:00 AM,2.29365536663e-05,3.48337019717e-10,3.66848780158e-07,1.65372065847e-07,9.33190582392e-11,3.75707047884e-10,1.39945826678e-07,1.44961404145e-06,3.24739094149e-08,1.88180394437e-08,1.60171090823e-07,1.75650422674e-09,7.352731976375832e-07,
Wednesday 9:00 AM,5.26335393215e-09,1.45322698563e-17,9.62150316416e-13,4.74398430417e-08,3.07170022159e-11,2.42775224814e-11,1.66272671171e-15,1.57689381132e-11,2.44618971934e-08,6.129883464e-13,4.75312051389e-13,9.45377693944e-08,8.733851073191117e-18,
Wednesday 10:00 AM,1.04193593928e-09,1.37799461598e-09,9.01808712112e-21,1.42818966399e-12,1.04117349693e-10,1.08499867971e-16,1.16252562395e-26,6.90748509144e-15,2.36612171853e-10,6.12935189565e-11,1.43522375775e-05,5.84513563435e-09,1.4024384524551674e-08,
Wednesday 11:00 AM,1.88931609552e-18,7.6599021047e-14,7.43745688635e-24,1.69570930552e-08,1.08650694442e-15,5.39241397226e-17,7.80447087437e-23,1.02489492243e-19,2.43327837188e-15,4.2233714685e-12,1.1846394612e-08,1.54914163732e-06,4.831624538588312e-06,
Wednesday 12:00 PM,2.1625455081e-10,2.62123200242e-18,6.58097620107e-34,1.30916319683e-07,7.59342030715e-19,1.34043135974e-23,2.02947987082e-23,2.93164946426e-15,2.45890590616e-14,3.03369534117e-11,7.66669067926e-09,3.37725233312e-05,5.359751165657259e-05,
Wednesday 1:00 PM,4.70662504683e-11,2.35056998879e-13,4.75531216255e-27,1.56678000483e-11,3.86585677303e-16,1.3674219892e-21,1.98865356697e-24,4.11400412211e-20,7.08429769192e-14,2.47098195052e-12,2.88278427148e-05,1.92037495231e-05,2.0489564256305982e-06,
Wednesday 2:00 PM,6.75119937506e-22,8.93004246472e-14,2.28130748268e-15,2.29496303201e-16,5.404226974e-12,9.581674356e-17,3.34897790204e-22,3.83080500812e-13,8.76566910991e-10,3.65004663641e-14,2.69806419433e-08,1.02587911937e-06,8.941471346499498e-08,
Wednesday 3:00 PM,3.5001996981e-20,3.81369683867e-12,5.92186810707e-17,7.64717595368e-18,2.30174806592e-15,3.63554384653e-18,2.20137794169e-27,5.12792590083e-22,1.68731305394e-10,1.99222655778e-12,1.46687846096e-13,3.19521347324e-09,5.670356624361047e-07,
Wednesday 4:00 PM,1.73925592383e-12,9.80399260873e-14,5.5102482291e-14,3.10707209911e-20,2.50477982164e-21,8.64695623552e-23,1.56122528009e-23,6.80943044241e-26,1.72975972635e-15,1.11549046311e-09,2.02293123292e-18,3.24237072086e-11,7.460890293547119e-13,
Wednesday 5:00 PM,1.12991778838e-09,3.21082679455e-11,5.29637022705e-13,9.03082301049e-18,1.82118461644e-22,1.71104560543e-16,1.29521518128e-27,1.02084219277e-12,9.95411034231e-17,3.99087549471e-17,2.16960197929e-09,5.10969401479e-11,1.0443719132282533e-10,
Wednesday 6:00 PM,6.27436283383e-09,1.4322208412e-08,1.53999061477e-05,9.519508762e-14,1.79460838619e-25,4.85102902083e-15,1.15578643865e-17,1.86455517385e-08,3.3806842417e-13,9.60041864567e-19,9.23484200288e-08,3.89979205432e-12,1.6512595437430625e-09,
Wednesday 7:00 PM,9.3922105215e-05,3.20362398459e-05,3.11314861093e-06,7.50615629235e-12,3.2762215271e-16,3.41773775761e-10,5.38405389132e-16,7.59183125774e-08,2.48399321683e-10,6.40627115382e-20,0.000136019308493,5.72028765067e-09,1.1213253249731044e-08,
Thursday 8:00 AM,0.00513684753463,0.0027825992093,1.34203571706e-10,3.52797667179e-07,1.31381482155e-08,5.24023892989e-07,5.51615598284e-06,1.01064316778e-06,2.04501426585e-06,0.00015306850468,5.79806155555e-09,6.02274950374e-09,9.63167788202178e-07,1.2664521697459312e-08
Thursday 9:00 AM,1.65474072228e-07,4.79260162016e-10,8.40357662606e-21,1.63949408501e-10,1.72593143508e-09,2.37147663228e-11,9.53839865241e-10,9.12666691273e-13,1.93514376281e-10,7.88548028542e-07,2.56029003136e-17,1.43445531832e-19,1.4208333999871108e-14,4.809785027575256e-12
Thursday 10:00 AM,3.3354041723e-13,4.13639696163e-12,3.34153812826e-22,2.84718538668e-15,1.08163806575e-11,5.50592321761e-18,5.08847787644e-18,4.60381158585e-19,4.90735677123e-14,6.2302268045e-09,2.17464957198e-20,8.5867974233e-14,9.307699289660326e-13,8.361851855783316e-17
Thursday 11:00 AM,3.27232742865e-12,5.29555665194e-13,2.42027724735e-20,1.12444955699e-24,6.01273119021e-14,1.29328210719e-21,9.78501748396e-29,5.65990351281e-23,3.55484257972e-22,3.00287348362e-07,7.73035223251e-20,1.05630148098e-10,8.548967037778326e-10,6.877646011529114e-14
