Monday 8:00 AM,1.4822254137e-18,3.1435047352e-14,1.82028023027e-06,2.72562241991e-10,2.0775741343e-19,2.10974684794e-41,1.71908204617e-20,6.35649667469e-08,2.96560754414e-20,1.95995633771e-24,9.73669485785e-36,,
Monday 9:00 AM,6.96255424338e-16,2.76353319399e-30,7.47933636717e-29,3.44377965121e-23,5.68312801821e-37,3.15557198606e-74,1.65977712689e-28,1.87796681735e-19,1.98076774288e-44,1.04506316495e-55,3.66123406602e-138,,
Monday 10:00 AM,9.39604326077e-30,1.69965058728e-11,1.51565086774e-30,1.5933750745e-41,6.98577124477e-57,2.11056352433e-75,1.0655178702e-39,6.8345143463e-29,4.4515362074e-65,1.02903510868e-43,6.51156083823e-108,,
Monday 11:00 AM,1.44360764252e-07,1.78888637987e-14,1.59167622968e-22,1.17532445042e-19,1.94564508042e-37,3.22483189889e-97,1.82780265365e-28,5.22621542457e-26,4.89874787815e-37,4.79374536847e-40,5.57402371013e-81,,
Monday 12:00 PM,8.19198477529e-08,5.68518316512e-23,1.74835328555e-28,1.80712715717e-20,7.77774625498e-71,1.58774910143e-40,1.21999689611e-12,1.67634878703e-34,8.25458397955e-42,6.2115313405e-37,1.15272278104e-26,,
Monday 1:00 PM,4.96604102498e-12,2.7904438137e-46,5.52180713394e-43,2.94469691651e-48,9.5182131866e-40,6.6047688097e-44,2.38486979895e-51,3.85352169083e-30,2.04838973283e-36,5.37376063577e-42,2.71549864666e-22,,
Monday 2:00 PM,2.00084839689e-14,2.26663270494e-37,2.59585791721e-38,2.21120862104e-73,7.98244573051e-55,8.85606277527e-28,2.3427351507e-67,7.75801114487e-26,3.06522777552e-29,4.47187968546e-29,1.02297054785e-29,,
Monday 3:00 PM,2.97627642474e-16,5.77733919925e-28,4.50501184752e-12,1.32712536893e-71,1.27222678204e-40,1.03265868768e-19,1.70096005926e-22,2.69212319679e-22,1.92440798145e-18,2.32310983744e-25,2.97960681668e-47,,
Monday 4:00 PM,4.04593909246e-15,2.40192215983e-15,4.30273406053e-15,1.3230755286e-27,1.51293711639e-28,2.49382897957e-13,8.97136782204e-25,6.64307895851e-38,2.60214772785e-20,1.20764566385e-10,2.805512381e-26,,
Monday 5:00 PM,1.01038430038e-06,0.000163496830939,6.55633328174e-10,0.00019649893475,1.82097903652e-09,1.19855729859e-06,9.81178217975e-13,3.64947226673e-26,2.99441461716e-10,4.62729761873e-09,4.02022301135e-05,,
Tuesday 8:00 AM,8.26051708316e-17,5.4523385274e-06,0.00150897592206,0.00623208019368,1.92973702185e-18,0.000440957895856,4.0947537724e-14,5.9900352238e-13,2.48720151701e-18,3.06030635233e-06,4.14714599021e-14,4.013829827275171e-27,4.50410812689194e-17
Tuesday 9:00 AM,2.82391357171e-30,1.17007037132e-22,9.89791024342e-17,1.01134578407e-51,5.30549530414e-40,2.23468294646e-29,1.04575365846e-17,4.23303394272e-23,4.36851214462e-60,4.52752585387e-16,2.3389935013e-35,2.726043898295771e-29,3.862729990397394e-15
Tuesday 10:00 AM,1.05375029961e-66,1.2628814922e-27,3.08961586297e-25,7.37947113669e-67,6.38954667558e-41,3.6945647841e-39,3.21832811753e-60,1.0477860478e-42,1.14100896967e-89,1.52609897828e-39,2.19938948899e-61,3.585605499664006e-24,1.0585876035469259e-16
Tuesday 11:00 AM,1.2105700995e-59,2.10847508691e-37,6.59533443969e-38,1.92891810459e-68,1.54432499346e-47,3.17699992598e-52,3.5258533018e-46,1.00166598151e-79,5.6382034659e-94,9.44258835501e-30,4.34666092651e-63,1.970725092081207e-51,1.5427282855968202e-22
Tuesday 12:00 PM,5.24906095401e-64,4.04681065651e-53,5.8453249146e-54,4.69255255368e-50,9.46404943718e-41,7.17003595657e-44,5.7007698654e-45,8.924225521e-109,2.11846953982e-61,5.56834069428e-29,3.48184950632e-34,3.2956511105963395e-58,5.2788860985571616e-36
Tuesday 1:00 PM,3.78334140498e-65,3.26356219858e-52,3.36361625198e-50,1.75089213804e-62,4.73957505239e-50,2.55304602489e-44,1.2935258097e-31,2.68750866456e-72,9.53952547152e-70,9.53149573797e-48,1.1149810956e-31,1.5957329966433712e-21,4.224102018881251e-52
Tuesday 2:00 PM,2.95439789728e-33,1.70240294726e-60,9.95915564362e-50,1.17853613633e-69,4.97388824256e-26,1.79413018357e-74,5.39195889589e-39,3.44627165022e-56,1.58132002746e-98,4.93535447841e-53,1.32356668554e-32,1.8636028056394744e-24,2.80510586610523e-63
Tuesday 3:00 PM,1.260263982e-25,4.2483583786e-47,1.80607452276e-34,3.93601819422e-38,2.51894655081e-38,3.45894747265e-67,4.32230117734e-32,8.22369143498e-67,2.57410466606e-69,1.12074367354e-24,1.21650820307e-41,8.781240104323948e-24,6.014175679528179e-25
Tuesday 4:00 PM,1.18831733429e-37,1.3664859242e-27,4.86446595055e-19,5.02051173962e-14,3.99267630613e-34,2.38102762289e-71,1.11928444952e-12,9.31141637173e-36,1.31309904574e-16,1.28703748744e-31,9.9665364396e-46,2.919663269401877e-19,2.1206996832266793e-16
Tuesday 5:00 PM,5.68879863111e-20,6.62485132959e-33,9.74483109938e-06,7.12712116122e-09,2.0128805077e-10,1.35865529331e-41,2.58740289898e-05,1.97886844155e-14,0.0720312795357,0.0158767994836,9.0371934492e-14,1.514993905329561e-07,0.000997240829568039
Wednesday 8:00 AM,5.08110118761e-19,7.12272785655e-29,1.08206272523e-36,8.74773305683e-13,7.46258351674e-42,1.59082559549e-22,6.26216693267e-61,5.75403527296e-19,5.56653127335e-13,1.05104897703e-54,3.52539242181e-25,0.08116366503034678,1.0458033952563566e-29
Wednesday 9:00 AM,1.42737358136e-85,2.94510485971e-46,2.06943643612e-57,1.9611889196e-45,5.15734723397e-74,2.31157386296e-43,3.55588466768e-73,6.13665388641e-63,1.0500770631e-33,1.18006089331e-56,1.16248663813e-55,3.170192900086851e-10,1.7632357108200562e-99
Wednesday 10:00 AM,3.45715997668e-103,1.38655424138e-37,2.2177550368e-57,2.59335043528e-43,1.03159181243e-89,5.24732100308e-64,3.99563884023e-27,7.12954508518e-99,1.92766345259e-73,6.53422732465e-50,1.1940879631e-130,8.446952966271318e-26,1.9556663247100318e-87
Wednesday 11:00 AM,2.42116375562e-47,1.2571464145e-49,1.14308855196e-79,5.02114323712e-49,1.34554098262e-51,2.93907096371e-42,3.10704607088e-35,6.35805857564e-88,5.26431450488e-53,2.49982197205e-22,2.72952611554e-67,4.54459381520354e-22,2.480044331433188e-55
Wednesday 12:00 PM,5.92415930519e-39,2.28259826102e-58,4.22763466439e-53,5.36531825054e-52,3.10341910492e-74,4.58891266231e-23,9.74314889911e-08,5.94168669463e-116,1.60601886625e-47,1.70293537001e-11,4.23644233437e-25,3.5130575766847045e-10,1.1351284064454693e-109
Wednesday 1:00 PM,9.38854442724e-42,1.20338966805e-65,2.77150198124e-64,6.5756636611e-46,1.44649020137e-60,3.82945502215e-23,3.95308913816e-21,2.4921049844e-110,4.64458089925e-60,3.22395751041e-17,3.57131409118e-41,0.00021678474220955532,4.833404381880125e-56
Wednesday 2:00 PM,7.93204537369e-43,2.46361990011e-43,1.5456061794e-71,8.30401197186e-45,4.90376967842e-41,9.99857419809e-15,5.01032658288e-51,1.33394129799e-68,1.15056625347e-46,0.00151718113944,2.84902702389e-83,2.3061265317376127e-05,3.857562424665553e-31
Wednesday 3:00 PM,8.3367098938e-40,9.9966076474e-35,1.92548383993e-41,1.50231228553e-21,2.67044524352e-48,1.03434615629e-11,6.34044508712e-35,8.97657601491e-60,3.77482324286e-26,0.00012175157304,1.65716987493e-98,0.12163718877668021,2.520612197638522e-40
Wednesday 4:00 PM,2.23157728524e-21,1.32093971929e-12,1.71650303028e-18,1.16452456547e-13,2.34854230196e-08,1.1135984339e-05,4.52203274159e-30,3.53425730802e-36,2.92547764499e-16,0.0595981939811,5.14061984048e-47,0.2562610347065746,4.3374951320453236e-09
Wednesday 5:00 PM,0.0314182969363,0.000304164565022,6.79564036244e-19,0.020721383242,0.151344234322,0.0569470561716,3.72621206587e-10,1.27183993038e-16,0.000150739988565,0.553787585227,2.92601107991e-29,0.2930880624596385,0.11167087794631242
Thursday 8:00 AM,1.66789181615e-10,6.52696833761e-05,0.86558900011,0.0321931787759,0.000186200389617,5.86776630288e-06,1.22676038388e-07,0.00478784026896,1.41311526803e-07,6.26884735712e-20,2.00986489703e-19,0.02371061298766091,
Thursday 9:00 AM,7.86974697784e-14,1.02003945711e-09,4.62830665762e-10,6.45520749399e-12,3.39511790905e-19,1.246501142e-22,8.78814043539e-31,2.62547715474e-20,1.18964085821e-30,2.32570440626e-30,1.9213834902e-26,5.126423895341901e-43,
Thursday 10:00 AM,5.7783697941e-32,8.42560160254e-12,1.26648079212e-11,2.06323520778e-26,2.8169543236e-40,2.54374200266e-38,4.10700888344e-48,5.38553921281e-73,6.50789166448e-51,1.6137352453e-46,7.61232162867e-35,6.736256536732094e-41,
Thursday 11:00 AM,2.70915056099e-35,5.21888255287e-06,5.86884468896e-20,7.55965710986e-32,1.25880256937e-44,7.0147441381e-51,1.95699569986e-71,8.77601860711e-81,2.47403595355e-47,1.14621550779e-67,2.77308235551e-47,2.6128440359009386e-54,
Thursday 12:00 PM,8.54104009098e-54,1.45558124586e-10,2.3359685175e-35,1.2077753902e-24,2.2287133777e-41,1.71936786851e-40,1.2217303568e-58,7.234612815e-98,3.07431402336e-42,1.93553590957e-65,8.80834439307e-29,3.9766047805300575e-53,
Thursday 1:00 PM,3.4775563043e-53,8.83110566095e-36,1.69205576796e-32,1.19287475246e-26,8.94102160186e-50,5.59280471255e-36,2.18665776076e-76,2.42318148859e-92,9.11394442471e-69,1.40676247724e-27,1.79257144313e-44,1.3506359852567937e-68,
Thursday 2:00 PM,1.18483848243e-40,1.21973518931e-20,1.76612452587e-15,2.9309071635e-68,4.60655547264e-18,4.71039547676e-19,8.58469164157e-94,1.49458177107e-29,1.47994829381e-50,4.28052739604e-14,2.21109278534e-30,1.3003826319128809e-16,
Thursday 3:00 PM,7.13791448352e-11,4.03809572933e-18,2.12720173038e-11,2.65225237692e-13,0.000500427022261,9.65392486795e-12,2.11008561117e-64,7.10407968123e-59,9.04139360888e-54,1.0929285126e-06,2.62477214885e-09,1.7335460383763629e-12,
Thursday 4:00 PM,2.40731484958e-13,2.12266671391e-33,4.2404378023e-08,0.00483098171133,0.0833424674364,4.35772821531e-11,2.32087345028e-22,1.08684209605e-31,9.36768194771e-66,0.000265718668537,1.72678843061e-08,1.2087038665101699e-06,
Thursday 5:00 PM,0.000208834802501,6.23287078117e-36,2.83023473012e-10,0.0250273192965,0.00258449181773,1.34404894991e-08,0.00510451526126,7.37132066967e-12,6.78184423446e-17,0.829844793225,1.07308668884e-05,0.010063903208388467,
Friday 8:00 AM,0.00351212678213,8.64425065845e-09,0.00731243504061,0.000364644801522,0.00440508188837,1.10944933124e-07,4.79575496541e-06,1.74961112662e-27,7.18696603845e-13,1.96216798256e-06,3.64075484503e-08,0.08150043952493484,
Friday 9:00 AM,0.000223102579465,1.08248193931e-09,5.04827121295e-25,1.3029524451e-10,2.6812433684e-14,3.33813599652e-12,2.96015081535e-08,4.13049909005e-45,3.34924031659e-18,5.46108393091e-14,1.9838340443e-31,8.927662753669125e-05,
Friday 10:00 AM,3.39830299937e-06,2.41786835156e-07,1.73400952665e-36,4.19404611905e-16,4.65843277268e-27,0.000649092586969,0.00184020004473,3.34228912722e-60,2.33061504366e-41,1.34307277604e-18,8.51231539344e-95,0.0001170574579880751,
Friday 11:00 AM,2.42446470099e-13,5.54259210855e-06,1.75861285758e-17,1.45519511484e-21,2.66785864252e-22,0.0262664484839,6.27703281036e-07,8.25341387143e-36,4.62520175322e-75,2.12587176547e-33,3.85918100702e-86,1.040040927381212e-06,
Friday 12:00 PM,6.13305814875e-14,1.53251390504e-18,1.38480764709e-08,1.90198038019e-26,2.07435532779e-10,0.00805205907104,2.97262566491e-23,1.66557784977e-49,8.62466483403e-95,2.63754898811e-46,2.37234927933e-72,1.5401204106315142e-09,
Friday 1:00 PM,1.94082616285e-14,1.71512818248e-19,1.38600272726e-09,2.07647421906e-30,8.87844375226e-16,5.04589183643e-06,9.0318384147e-19,7.85898848116e-39,3.66967832985e-55,6.83941373679e-18,1.17844860253e-42,4.451567197766047e-09,
Friday 2:00 PM,1.10983328693e-17,2.93125848165e-20,2.79394207125e-26,5.27389282002e-23,4.17812980659e-10,0.00181824107683,1.43108074502e-07,4.25943728481e-24,1.04472519573e-36,1.36483202756e-15,1.02380951146e-18,1.6573284463170967e-15,
Friday 3:00 PM,5.75025208997e-07,1.33935128012e-16,2.13221982719e-29,1.13728546581e-10,5.94991809266e-05,0.0717736283329,7.16450619728e-11,1.42996329519e-16,6.5854440038e-16,2.3939271809e-06,1.84624338542e-23,0.2162351320509489,
Friday 4:00 PM,5.87554088827e-05,0.00230672559084,4.33656981695e-14,0.0087710583933,1.28789448499e-06,3.16067918328e-06,4.17037413843e-16,5.56332508665e-15,3.33528484701e-10,0.000223875646931,5.19728627309e-08,0.7832962108726983,
Friday 5:00 PM,4.49739297768e-12,0.357212726322,0.000689770662575,0.153607438283,1.66964917617e-06,0.00744583661898,4.0661626068e-05,1.37333677054e-05,0.000361843456151,0.215093234596,0.000198168372505,0.33237999755459846,
Saturday 8:00 AM,2.81032823987e-27,0.244817123568,1.33863021261e-11,0.853902281424,0.00214696374386,0.590860588724,0.242238362267,0.0343015008297,0.00279829304732,0.959680325518,1.68875900977e-05,0.2610320191779565,8.713168045786029e-07
Saturday 9:00 AM,9.35743448539e-58,0.74352627146,3.89413241756e-17,0.858106942392,0.907345451816,0.662605196953,0.448949546152,0.907623302961,0.624332746779,0.63129357545,0.00197487823396,0.44243216131167307,0.2686317030835601
Saturday 10:00 AM,6.11971916215e-79,0.00141671839836,4.27794923856e-06,0.190022147826,0.00249218369147,0.544105162271,0.148740048455,0.55903077669,0.483822521443,0.505618681259,0.196185115988,0.3421744298036621,0.160517714136045
Saturday 11:00 AM,6.65999950103e-78,1.37968974573e-06,3.56482302223e-17,0.000252030590685,4.69050141769e-09,0.151604938621,9.68339529759e-11,1.25648798422e-06,0.0190918171163,0.000366791081106,0.00201092843664,9.109086223465239e-10,7.942948621767442e-08
Saturday 12:00 PM,4.64413766544e-67,0.00291896262679,1.22415035545e-47,9.45916995758e-09,2.36260311418e-08,0.00735269228672,1.76193361246e-21,9.913704677e-19,0.00275092607167,6.05524933187e-06,1.6737921174e-07,3.754410220645833e-12,1.376748861634663e-51
Saturday 1:00 PM,7.53905391926e-115,0.000353247187116,4.39144092662e-75,1.24732084993e-14,5.23020935263e-21,1.18271907065e-16,4.28092142122e-42,1.09500192859e-38,7.64827184778e-10,5.33599178818e-06,2.01274397335e-49,4.2437193308819913e-20,7.088591350781498e-68
Saturday 2:00 PM,6.54194493088e-97,0.000766861769184,3.35886801267e-58,1.26713362293e-28,1.14372600773e-18,1.80832896491e-15,2.63618970843e-40,6.09192893793e-52,1.30067355613e-06,0.00498296148431,4.58634182099e-68,7.805162824356474e-17,1.0614791641395623e-52
Saturday 3:00 PM,4.59979700754e-82,0.00013936200474,5.68282314406e-43,7.33886016774e-40,3.03987232591e-14,1.76896298589e-15,1.18592731308e-27,6.21483026627e-43,0.0633116066103,0.0012166622766,3.8724955802e-51,8.653270101834625e-14,4.542800485311968e-20
Saturday 4:00 PM,9.18792527138e-62,2.62804251701e-06,4.55386232533e-57,9.33031964736e-25,9.73159204247e-06,1.16371794309e-17,7.34793736848e-07,1.29752954235e-31,0.682266855931,0.0060638117097,3.31166504754e-64,1.5577250077596576e-25,5.379046962096476e-07
Saturday 5:00 PM,5.63182917142e-48,2.31490488695e-22,1.23801863584e-50,2.23078218305e-36,0.0779560774865,1.56216273407e-11,0.000111124896545,9.19026758975e-38,0.603976241119,1.73730369568e-14,3.02112474148e-38,1.0231691410591147e-53,2.3943066666955647e-10
